asistente,codigoAudiencia
"Oscar , Landerretche Moreno",nr0052181
"José Eduardo, Pincheira Mayora",nr0052291
"María isabel, Villar Torres",nr0052291
"María del Carmen, Palacios Moreno",nr0052311
"VERONICA, ROSALES NEIRA",nr0052431
"GABRIEL, ASTABURUAGA",nr0052711
"JAIME, RODILLO",nr0052721
"Gaston Alberto, Fontecilla Otero",nr0052741
"JORGE OSVALDO, PASTOR HENRIQUEZ",nr0053241
"sebastian jorge, sepulveda izquierdo",nr0053311
"Andrea, Estrada Zúñiga",nr0052781
"Eduardo, Torres",nr0052781
"Viviana, Jara",nr0052781
"JOSE, MAGANZA",nr0052811
"Jaime  Alejandro, Bravo Martinez",nr0053021
"Jaime, Curihual Huircan",nr0053301
"Sebastian, Salazar Bastidas",nr0053301
"Eugenio, Ravinet Muñoz",nr0053301
"liliana, rojas",nr0053671
"Humberto, Torres",nr0055071
"Oscar Humberto, Yañez Pol",nr0053461
"Jose Miguel, Perich Rodriguez",nr0054561
"Humberto, Torres Muñoz",nr005901
"Raú, Urzúa",nr005911
Daniel Lim Lim,nr003201
German Fritsch,nr003201
"alfredo, irarrázaval cuevas",nr0051401
"Enrique, Gonzalez",nr0051401
"Santos, Fuentealba",nr0051991
"christian, riquelme bernard",nr0051991
Ashish Chugh,nr003271
Robert Andrew Heiskell,nr003271
Keith Edward White,nr003271
Alonso Aramburú,nr003271
Alex Sadzawka,nr003271
Juan Carlos Piantini Cardoso,nr003331
Irene Garrido,nr003331
Rodrigo Robledo,nr003331
José María Abad,nr003331
Javier Orgaz Fernández,nr003331
Javier Díaz Comas,nr003331
"Juan , Claro Gonzalez",nr0051051
"Carlos, Veas",nr0051911
"Benjamin , Silva",nr0051921
"María del Carmen, Palacios Moreno",nr0051951
"Mario, Vega Henriquez",nr0051951
"Carola Andrea, Díaz Martínez",nr0052081
"José Francisco, Bozo Quintana",nr0052081
"JORGE, CASANOVA CORDERO",nr0052111
"Alejandro, Armstrong",nr0052301
"PEDRO, VEAS DIABUNO",nr0052301
"VICTOR, WILSON BROWNE",nr0052301
"Hernán, maldonado",nr0052001
"Genaro, Navarrete",nr0052001
"Adrían, Silva",nr0052001
"Marcela, Alt Hayal",nr0052141
"María Jesús, Castro",nr0052411
"María Jesús, Castro",nr0052461
"Claudia, Miralles",nr0052521
"Jorge, Rodriguez",nr0052521
"Rodrigo , Neira Mardones",nr0052541
"Cristian, Arias Filippi",nr0052861
"Claudia, Núñez Peña",nr0052861
"JOSE, HERNANDEZ",nr0052951
"alejandro, paul gonzalez",nr0053051
"arturo, salah cassani",nr0053051
"Mario Eduardo, Alvar Mechsner",nr0053151
"Soledad , Zorzano Molina",nr0053191
"ISABEL, QUIÑONES OLGUIN",nr0053231
"Juan, Somavia",nr0053381
"Felipe , Purcell",nr0053381
"carlos alberto, vargas godoy",nr0052401
"ANGELA, CARMONA",nr0052801
"Elicena, Lopez",nr0052801
"Sergio, Martinic",nr0052801
"Paulina, Nagel",nr0052801
"Lorena Andrea, Biazevic Aguilar",nr0052991
"Carlos, Veas Gamboa",nr0053041
"Jesús, Triguero Juanes",nr0053041
"Guido, Crino Tassara",nr0053041
"HÉCTOR EDUARDO, GARRIDO CARRASCO",nr0053161
"Valentina , Pozo",nr0053401
"Alfred, Exss",nr0053631
"Eduardo, Soto",nr0054771
"Luis, Ramírez",nr0054771
"Patricio, Alvarez",nr0054771
"Oscar , Landerretche Moreno",nr0056741
"PATRICIA, SCHAULSOHN BRODSKY",nr005971
"MARIO, WAISSBLTH",nr005971
Félix Bendezú Piña,ad0092851
Rodrigo Fernando Mercado Arcaya,ad0092741
Jacqueline Flores Rosas,ad0092101
José Pablo Domínguez Bustamante,ah004368531
Priscilla Elena Castillo Gerli,ap00913591
Leonardo Peralta Malig,ab01624671
Luis Fuentes Lagos,ab01624671
Verónica Cabezas,aj001352141
Rodrigo Marín,ao04111261
Sergio Espejo Yaksic,ab01643411
Fuad Chahin Valenzuela.,aj001351911
Alejandra Sepúlveda,am00632821
javier Vallejos,ag00132261
Marggie Solange Muñoz Veron,aj01120751
Felix Castro Villalobos,aj01120751
Mauricio Alejandro Daza González,am00126791
javier Vallejos,ag00132251
Fuad Chahin Valenzuela.,ap00125751
Miguel Fuentes Díaz,nr003521
Miguel Fuentes Díaz,nr003561
Juan Carlos Galaz,ar0011533841
Jose Luis Urrutia,ar0011533841
"Paulina, Ibarra",nr0054171
Alberto Pizarro Saldías,ap00113941
Jeannette Paillan Fuentes,at0011940121
Rudecindo Patricio Adio Ojeda,ap001193951
Jaime Quintana Leal,ap00120771
Horacio Carrasco,ar0011533801
"Juan Alberto, Lecaros Urzúa",nr0053541
"Bernardo Enrrique, Tapia Valderrama",nr0053591
"Ricardo, Chamorro Otto",nr0054031
"Ivonne, Schencke Dörner",nr0054861
Marcelo Horta Horta,ap00112881
Jorge Alcaíno,ap00123111
Enrique Rajevic  Mosler,ap00123111
Alberto Naudon,nr003371
"Paola, Calorio",nr00510931
"Dino, Troni",nr00510931
"Paulina, Ibarra",nr0053811
"Alejandro, Ruiz Fabres",nr0054041
"Marcelo, Leiva Peña",nr0054281
"Marcelo, Leiva Peña",nr0054281
"marcela, muñoz",nr0054531
"OSCAR, ITURRIETA",nr0054831
Miguel Fuentes Díaz,nr003501
"MARGARITA, ROJO CAQUISANE",nr0053951
"PAULINA PATRICIA, GONZALEZ CESPEDES",nr0054301
"Max, Aguilar Belmar",nr0054391
"Luis, Toledo",nr0054801
Gaite Ali,nr003341
Alberto Naudon,nr003341
"Teresa de Jesus, Acevedo Rojas",nr0053001
"Lilian, Contreras",nr0053971
"Cristian, Bustamante",nr0053971
"Paulina, Ibarra",nr0054001
"Lilian, Contreras",nr0054181
"ana, navarro",nr0054181
"Mario , Bravo",nr0054591
"Michael A., Hammer",nr0054651
"Seth, Yeager",nr0054651
"Maiten , Mowreader-Utreras",nr0054651
"ODILIA MARISOL, HITO HITO",nr0055011
"María, Jaraquemada",nr0055041
"MARCELO, RAMIREZ",nr0055901
"Lilian, Contreras",nr0055901
"ana, navarro",nr0055901
"Cristian, Inzunza",nr0055081
"Oscar Alfredo, Iturrieta Pinto",nr0055531
"Catalina, Fernández",nr0054821
"Felipe , Del Solar Agüero",nr0054891
"Ivonne, Schencke Dörner",nr0054941
"Natalio, Dorfman",nr0055091
"José Luis, Urrutia  Burns",nr0055141
"juan, sanhueza chaura",nr0055511
"Williams , Mellado",nr0056431
"jeannette, vicencio",nr0056581
"Guillermo Alejandro, Díaz Sanhueza",nr0057171
"Daniela Isabel, Gonzalez Lopez",nr0056111
"Jose Miguel, Huidobro Vergara",nr0056111
"Luis, González",nr0056371
"Juan, Palacios Pizarro",nr0056371
"Enrique, Dayne",nr0056371
"Felipe, Del Solar Agüero",nr0056731
"SEBASTIAN, MONTENEGRO",nr0056761
"CLAUDIA RAQUEL, VASQUEZ MONREAL",nr0058431
"LICEED, AVELLANO PEREIRA",nr0053711
"LUIS , BARAHONA PONCE",nr0053711
"IRIS  , CONTRERAS ALLENDE",nr0053711
"Sergio , Puyol",nr0054061
"Mario , Bravo",nr0054111
"lilian , contreras",nr0054351
"ANA, NAVARRO",nr0054351
"marcela, muñoz",nr0054351
"Paulina, Ibarra",nr0054381
"ROXANNA, VILLARROEL",nr0054411
"lilian , contreras",nr0054411
"ANA, NAVARRO",nr0054411
"marcela, muñoz",nr0054411
"Lilian, Contreras",nr0054511
"ANA, NAVARRO",nr0054511
"Aldo, Oyarce",nr0054671
"Oscar, Iturrieta",nr0054671
"Cristian, Inzunza",nr0055321
"ANA MARIA, ZUÑIGA ITURRA",nr0055391
"Ricardo, Chamorro Otto",nr0055501
"Luis , Roblero",nr0054991
"Oscar, Iturrieta",nr0055701
"Marco , Becerra Silva",nr0055551
"ROBERTO, PAREDES SANDOVAL",nr0055941
"Cecilia, González",nr0056421
"Lilian, Contreras",nr0056511
"Natalio, Dorfman",nr0056721
"VERONICA, FONSECA SALAMANCA",nr0057041
"Roberto, Brautigam",nr0056011
"Marcelo, Leiva Peña",nr0056091
"Juan Rodrigo, Ramirez Alegre",nr0056931
"marisol, ortega",nr0056991
"MARCELO, IGLESIA MÖLLER",nr0057201
"Paula, Arroyave",nr0057681
"Raquel, Morales",nr0057681
"Felipe, Del Solar Agüero",nr0058561
Carl  Shepherd ,nr003471
Ricardo  Consiglio Fonck,nr003511
"MARGARITA, ROJO CAQUISANE",nr0054071
"Veronica Cecilia, Ceballos Barron",nr0054081
"Felipe, Del Solar Agüero",nr0054871
"Felipe , Del Solar Agüero",nr0054871
"Alejandro, Palma Rioseco",nr0054871
"Rafael, González Olivares",nr0054871
"TERESA, VELILLA GODOY",nr0054981
"Alejandra Fabiola, Tapia Retamal",nr0055101
"IVONNE, GOMEZ MUÑOZ",nr0055621
"Marcelo, Leiva Peña",nr0053441
"Beatriz, Silva Cabezas",nr0053441
"Felipe , Del Solar Agüero",nr0054361
"Mario, Bravo",nr0056491
"Daniela Isabel, Gonzalez Lopez",nr0057081
"Jose Miguel, Huidobro Vergara",nr0057081
"Natalio, Dorfman",nr0058541
"Felipe , Del Solar Agüero",nr0058621
"lilian , contreras",nr0054611
"ANA, NAVARRO",nr0054611
"marcela, muñoz",nr0054611
"Paulina, Ibarra",nr0055491
"Oscar Alfredo, Iturrieta Pinto",nr0055851
"Natalio, Dorfman",nr0056021
"Paola, Calorio",nr0056041
"Dino, Troni",nr0056041
"Fernando, Salgado Ibarra",nr0056181
"VERONICA BEATRIZ, GONZALEZ POBLETE",nr0056301
"Adriana, Vega Aguirre",nr0056571
Juan Bustos Chepillo,ad0092851
Daniel Igor Hoppmann Hurtado,ad0092741
Roberto Muñoz Lasanta,ad0093501
Ricardo Torres Moncada,ad0093501
Oliver Alexander Flögel,ad0092831
José Miguel Llopis Franco,ad0092391
Marcelo Schilling Rodriguez,am00615091
Marcela Contreras,al00710441
Thomas ZEHETNER,ad00829221
José Fernández Figueroa,ad0092231
Esteban Solari Bertoglia,ah004368531
Carlos Quintana Hoffa,ah004368531
Marcelo Fuster Roa,ah004368531
Enrique Guillermo Jiménez Sepúlveda ,am00322681
Rodrigo Patricio Barraza González,ad01324011
Marcelo Segovia,ad01324011
Patricia Veronica Neira Riquelme,am00115211
Esteban  Mena Valladares,am00126801
Juan Pablo Cardenas,ah01228791
Daniel David Bitran Bitran,ao004216681
Mauricio Andres Segovia Briceño,ah01232551
Hugo Naim Gebrie Asfura,ab00224811
Lorena Alejandra Jardua Campos,ab00224811
Manuel Pino Turra,ab00224811
Sebastian David Vergara Hernandez,ap00913591
Joel Christian Espinoza Flores,ad009801
Pablo Francisco Fernández Moya,ad009801
Angelica Soriano,ah01221861
Juan Rojas Vergara,ah01225551
Patricio Bustos Barraza,ab01624671
Gabriel Zamorano Seguel,ab01624671
Horacio Maldonado Mondaca,ab01624671
Ramón Silva Morales,ab01624671
Guillermo Ortega Mondaca,ab01624671
Miguel Peña Droguett,ab01624671
Alvaro Román,ab01624671
Tomás Recart,aj001352141
Boris Chamorro Rebolledo,aj01050291
Boris Chamorro Rebolledo,aj01050321
Andrea Saldaña León,aj01050941
Boris Chamorro Rebolledo,aj01053621
Boris Chamorro Rebolledo,aj01053631
Cristina  Manterola Capo,am01329901
SANDRA VARGAS CALFULEF,ab010284871
Roberto Cárdenas,ae00738141
Marco Montero Cid,ak00526241
Milenka Marchant Miranda,ak00526241
Eduardo Cabrera Blest,ak00526241
Natalia Andrade Encalada,ak00526241
Boris Chamorro Rebolledo,aj01050341
Paola Cristina Alvarez Cayulef,ak00126881
PABLO ANDRÉS DIAZ BARRAZA,ab01429351
David Sandoval Plaza,am01027381
Paz de la Maza Villalobos,ab01429331
Boris Chamorro Rebolledo,aj01050351
Pablo Eduardo Gutierrez Pareja,ap00913581
Mario Venegas,aj001351911
Roberto Cayul,aj001351911
Ines Carreño Zamora,ao00525891
Andrea Saldaña León,aj01050901
Andrea Saldaña León,aj01050921
Carolina Salas,al00731131
Marcela Contreras,al00731131
Alexis Silva,aj01050851
Boris Chamorro Rebolledo,aj01050851
Andrea Saldaña León,aj01050881
Christian Córdova Torre,aj01058911
Paulina Andrea Hermosilla,ap00915201
Andrea Saldaña León,aj01050911
Jorge Galleguillos Foix,aj01120751
Oliberto Sanchez,ah004194591
Jorge Toledo,ah004194591
Esteban  Mena Valladares,am00126771
Julio Ignacio Valenzuela Ramírez,am00126771
Carolina  Morales Navarro,aj01020361
Boris Chamorro Rebolledo,aj01050381
Andrea Saldaña León,aj01050891
Etel Latorre Varas,ah001447331
Boris Chamorro Rebolledo,aj01050831
Renán Andrés Latin Quezada,ao04415991
MARIO PENJEAN,ah0042244611
Juan Pablo Aedo Valencia,am01329651
Sergio Valdivieso Cifuentes,am01329651
Sergio De La Torre  Araneda,am01329651
Cristina  Manterola Capo,am01329651
ADRIANA CECILIA FUENTES ROJAS,ah00138161
Sergio Aguiló Vargas,ap00121941
diego ancalao gavilan,ap00121941
luis muñoz millacura,ap00121941
alejandro huala canuman,ap00121941
José Luis  Sepúlveda Soza,ap00121941
Barbara Loeb Luschow,ah004185361
Cristian Andrés Del Piano Lira,co001indh-181
EDUARDO AGUILAR CARRASCO,ah00185101
Guisela Isabel Zurich Reszczynski,ao00528591
Jorge Sabag,ap00125751
María Cecilia Muñoz Muñoz,ap00125751
José Luis  Sepúlveda Soza,ap00125751
Cristina Meissburger Miranda,aw00413651
Rubén Andino Maldonado,ar0031995071
Hernan Calderon,ar0031995071
Ruben Hernan Parada Perez,ar0031995071
Jorge Abarca Castelli,ar0031995071
Jacqueline Barrientos,as004561971
Ximena Lucía Erazo Latorre,co001indh-91
Antonia Santos Pérez,co001indh-91
Pilar Aguilar Cantarellas,co001indh-91
Natalia Arévalo Arévalo,co001indh-91
Renán Andrés Latin Quezada,ao04416071
Pablo Jose Contrucci Lira,ap00118771
JAVIER MACAYA DANUS,ap00124761
Hernán Carrillo Ríos,ap00124761
Victor Javier Cardenas Valenzuela,ap00124761
Luis Villarroel,co001indh-101
Catherine Muñoz,co001indh-101
Fernando Galarraga,co001indh-101
Volmir,co001indh-101
David Parada,co001indh-101
Patricia Alejandra Urzua Gacitua,ao03222361
Ines Carreño Zamora,ao00528601
RIGOBERTO PRZYGODDA,ba00215261
JAIME HERNANDEZ,ba00215261
BRIGITTE ALVARADO,ba00215261
Jaime Antonio Saenz Salas,un005011
Boris Gonzalez,un005011
Jesvana Pollicardi Pinilla,un005011
Elíaz Albagli Iruretagoyena,nr003521
Giovani Pereira E Silva,nr003521
Jorge Andres Hayler Larroulet,nr003521
VLADIMIR  WERNING ,nr003521
Elías Albagli Iruretagoyena,nr003561
Ramón Aracena N/A,nr003561
Paola Figueroa González,nr003561
Isabel Allende Bussi,ar0011533811
